team,league,latitude,longitude,altitude,country,city,stadium
St Johnstone,SC0,56.3969,-3.437,0.0,Scotland,Perth,Unknown
St Mirren,SC0,55.8473,-4.4277,0.0,Scotland,Paisley,Unknown
Airdrie Utd,SC1,55.865,-3.98,0.0,Scotland,Airdrie,Unknown
Alloa,SC1,56.115,-3.792,0.0,Scotland,Alloa,Unknown
Arbroath,SC1,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown
Ayr,SC1,55.458,-4.629,0.0,Scotland,Ayr,Unknown
Brechin,SC1,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown
Cove Rangers,SC1,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown
Cowdenbeath,SC1,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown
Dumbarton,SC1,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown
Dundee,SC1,56.462,-2.9707,0.0,Scotland,Dundee,Unknown
Dundee United,SC1,56.462,-2.9707,0.0,Scotland,Dundee,Unknown
Dunfermline,SC1,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown
Falkirk,SC1,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown
Hamilton,SC1,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown
Hearts,SC1,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown
Hibernian,SC1,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown
Inverness C,SC1,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown
Kilmarnock,SC1,55.611,-4.4952,0.0,Scotland,Kilmarnock,Unknown
Livingston,SC1,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown
Morton,SC1,55.9477,-4.763,0.0,Scotland,Greenock,Unknown
Partick,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Queen of Sth,SC1,55.07,-3.605,0.0,Scotland,Dumfries,Unknown
Queens Park,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Raith Rvs,SC1,56.1114,-3.159,0.0,Scotland,Kirkcaldy,Unknown
Rangers,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Ross County,SC1,57.595,-4.427,0.0,Scotland,Dingwall,Unknown
St Johnstone,SC1,56.3969,-3.437,0.0,Scotland,Perth,Unknown
St Mirren,SC1,55.8473,-4.4277,0.0,Scotland,Paisley,Unknown
Stirling,SC1,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown
Airdrie Utd,SC2,55.865,-3.98,0.0,Scotland,Airdrie,Unknown
Albion Rvs,SC2,55.862,-4.038,0.0,Scotland,Coatbridge,Unknown
Alloa,SC2,56.115,-3.792,0.0,Scotland,Alloa,Unknown
Annan Athletic,SC2,54.989,-3.258,0.0,Scotland,Annan,Unknown
Arbroath,SC2,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown
Ayr,SC2,55.458,-4.629,0.0,Scotland,Ayr,Unknown
Brechin,SC2,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown
Clyde,SC2,55.946,-3.99,0.0,Scotland,Cumbernauld,Unknown
Cove Rangers,SC2,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown
Cowdenbeath,SC2,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown
Dumbarton,SC2,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown
Dunfermline,SC2,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown
East Fife,SC2,56.185,-3.022,0.0,Scotland,Methil,Unknown
Edinburgh City,SC2,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown
FC Edinburgh,SC2,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown
Falkirk,SC2,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown
Forfar,SC2,56.6438,-2.8903,0.0,Scotland,Forfar,Unknown
Hamilton,SC2,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown
Inverness C,SC2,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown
Kelty Hearts,SC2,56.133,-3.387,0.0,Scotland,Kelty,Unknown
Livingston,SC2,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown
Montrose,SC2,56.712,-2.466,0.0,Scotland,Montrose,Unknown
Morton,SC2,55.9477,-4.763,0.0,Scotland,Greenock,Unknown
Partick,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Peterhead,SC2,57.505,-1.784,0.0,Scotland,Peterhead,Unknown
Queen of Sth,SC2,55.07,-3.605,0.0,Scotland,Dumfries,Unknown
Queens Park,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Raith Rvs,SC2,56.1114,-3.159,0.0,Scotland,Kirkcaldy,Unknown
Rangers,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Stenhousemuir,SC2,56.026,-3.814,0.0,Scotland,Stenhousemuir,Unknown
Stirling,SC2,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown
Stranraer,SC2,54.9039,-5.026,0.0,Scotland,Stranraer,Unknown
Albion Rvs,SC3,55.862,-4.038,0.0,Scotland,Coatbridge,Unknown
Alloa,SC3,56.115,-3.792,0.0,Scotland,Alloa,Unknown
Annan Athletic,SC3,54.989,-3.258,0.0,Scotland,Annan,Unknown
Arbroath,SC3,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown
Berwick,SC3,55.769,-2.002,0.0,Scotland,Berwick-upon-Tweed,Unknown
Bonnyrigg Rose,SC3,55.874,-3.105,0.0,Scotland,Bonnyrigg,Unknown
Brechin,SC3,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown
Clyde,SC3,55.946,-3.99,0.0,Scotland,Cumbernauld,Unknown
Cove Rangers,SC3,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown
Cowdenbeath,SC3,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown
Dumbarton,SC3,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown
East Fife,SC3,56.185,-3.022,0.0,Scotland,Methil,Unknown
East Kilbride,SC3,55.764,-4.176,0.0,Scotland,East Kilbride,Unknown
East Stirling,SC3,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown
Edinburgh City,SC3,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown
Elgin,SC3,57.649,-3.318,0.0,Scotland,Elgin,Unknown
Forfar,SC3,56.6438,-2.8903,0.0,Scotland,Forfar,Unknown
Kelty Hearts,SC3,56.133,-3.387,0.0,Scotland,Kelty,Unknown
Montrose,SC3,56.712,-2.466,0.0,Scotland,Montrose,Unknown
Peterhead,SC3,57.505,-1.784,0.0,Scotland,Peterhead,Unknown
Queens Park,SC3,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Rangers,SC3,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown
Spartans,SC3,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown
Stenhousemuir,SC3,56.026,-3.814,0.0,Scotland,Stenhousemuir,Unknown
Stirling,SC3,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown
Stranraer,SC3,54.9039,-5.026,0.0,Scotland,Stranraer,Unknown
Alaves,SP1,42.8467,-2.6716,0.0,Spain,Vitoria-Gasteiz,Unknown
Almeria,SP1,36.840067,-2.4354672,0.0,Spain,Almeria,Unknown
Ath Bilbao,SP1,43.264205,-2.949369,0.0,Spain,Bilbao,Unknown
Ath Madrid,SP1,40.401667,-3.720556,0.0,Spain,Madrid,Unknown
Barcelona,SP1,41.3851,2.1734,0.0,Spain,Barcelona,Unknown
Betis,SP1,37.3891,-5.9845,0.0,Spain,Seville,Unknown
Cadiz,SP1,36.1630337,-5.4651325,0.0,Spain,Cadiz,Unknown
Celta,SP1,42.2406,-8.7207,0.0,Spain,Vigo,Unknown
Cordoba,SP1,37.8721206,-4.7635163,0.0,Spain,Cordoba,Unknown
Eibar,SP1,43.1849,-2.4733,0.0,Spain,Eibar,Unknown
Elche,SP1,38.2653307,-0.6988391,0.0,Spain,Elche,Unknown
Espanol,SP1,41.3851,2.1734,0.0,Spain,Barcelona,Unknown
Getafe,SP1,40.3070639,-3.7331808,0.0,Spain,Getafe,Unknown
Girona,SP1,41.9794,2.8214,0.0,Spain,Girona,Unknown
Granada,SP1,37.1773,-3.5986,0.0,Spain,Granada,Unknown
Hercules,SP1,38.3452,-0.481,0.0,Spain,Alicante,Unknown
Huesca,SP1,42.1318,-0.4089,0.0,Spain,Huesca,Unknown
La Coruna,SP1,43.3623,-8.4115,0.0,Spain,A Coruna,Unknown
Las Palmas,SP1,28.1235,-15.4363,0.0,Spain,Las Palmas,Unknown
Leganes,SP1,40.3259427,-3.7586217,0.0,Spain,Leganes,Unknown
Levante,SP1,39.4699,-0.3763,0.0,Spain,Valencia,Unknown
Malaga,SP1,37.0171996,-4.5571607,0.0,Spain,Malaga,Unknown
Mallorca,SP1,39.5696,2.6502,0.0,Spain,Palma,Unknown
Osasuna,SP1,42.8125,-1.6458,0.0,Spain,Pamplona,Unknown
Oviedo,SP1,43.3619,-5.8494,0.0,Spain,Oviedo,Unknown
Real Madrid,SP1,40.401667,-3.720556,0.0,Spain,Madrid,Unknown
Santander,SP1,43.4623,-3.80998,0.0,Spain,Santander,Unknown
Sevilla,SP1,37.4172353,-6.0046134,0.0,Spain,Sevilla,Unknown
Sociedad,SP1,43.3183,-1.9812,0.0,Spain,San Sebastian,Unknown
Sp Gijon,SP1,43.536111,-5.637222,0.0,Spain,Gijon,Unknown
Valencia,SP1,39.4699,-0.3763,0.0,Spain,Valencia,Unknown
Valladolid,SP1,41.6445801,-4.7612576,0.0,Spain,Valladolid,Unknown
Vallecano,SP1,40.377486,-3.6107685,0.0,Spain,Vallecano,Unknown
Villarreal,SP1,39.9383,-0.1009,0.0,Spain,Villarreal,Unknown
Zaragoza,SP1,41.6488,-0.8891,0.0,Spain,Zaragoza,Unknown
Alaves,SP2,42.8467,-2.6716,0.0,Spain,Vitoria-Gasteiz,Unknown
Albacete,SP2,38.997579,-1.8637986,0.0,Spain,Albacete,Unknown
Alcorcon,SP2,40.3492998,-3.8284295,0.0,Spain,Alcorcon,Unknown
Alcoyano,SP2,38.697,-0.4747,0.0,Spain,Alcoyano,Unknown
Almeria,SP2,36.840067,-2.4354672,0.0,Spain,Almeria,Unknown
Amorebieta,SP2,43.222,-2.733,0.0,Spain,Amorebieta,Unknown
Andorra,SP2,42.5063,1.5218,0.0,Spain,Andorra,Unknown
Ath Bilbao B,SP2,43.27833,-2.83861,0.0,Spain,Bilbao,Unknown
Barcelona B,SP2,41.3851,2.1734,0.0,Spain,Barcelona,Unknown
Betis,SP2,37.3891,-5.9845,0.0,Spain,Seville,Unknown
Burgos,SP2,42.6808132,-2.9353975,0.0,Spain,Burgos,Unknown
Cadiz,SP2,36.1630337,-5.4651325,0.0,Spain,Cadiz,Unknown
Cartagena,SP2,37.6257,-0.9966,0.0,Spain,Cartagena,Unknown
Castellon,SP2,39.9864,-0.0513,0.0,Spain,Castellon,Unknown
Celta,SP2,42.2406,-8.7207,0.0,Spain,Vigo,Unknown
Ceuta,SP2,35.8894,-5.3213,0.0,Spain,Ceuta,Unknown
Cordoba,SP2,37.8721206,-4.7635163,0.0,Spain,Cordoba,Unknown
Cultural Leonesa,SP2,42.5987,-5.5671,0.0,Spain,Leon,Unknown
Eibar,SP2,43.1849,-2.4733,0.0,Spain,Eibar,Unknown
Elche,SP2,38.2653307,-0.6988391,0.0,Spain,Elche,Unknown
Eldense,SP2,38.478,-0.793,0.0,Spain,Eldense,Unknown
Espanol,SP2,41.3851,2.1734,0.0,Spain,Barcelona,Unknown
Extremadura UD,SP2,38.8741557,-6.9683022,0.0,Spain,Almendralejo,Unknown
Ferrol,SP2,43.4833,-8.236,0.0,Spain,Ferrol,Unknown
Fuenlabrada,SP2,40.282476,-3.7923422,0.0,Spain,Fuenlabrada,Unknown
Getafe,SP2,40.3070639,-3.7331808,0.0,Spain,Getafe,Unknown
Gimnastic,SP2,41.1189,1.2445,0.0,Spain,Tarragona,Unknown
Girona,SP2,41.9794,2.8214,0.0,Spain,Girona,Unknown
Granada,SP2,37.1773,-3.5986,0.0,Spain,Granada,Unknown
Guadalajara,SP2,40.6288126,-3.1674493,0.0,Spain,Guadalajara,Unknown
Hercules,SP2,38.3452,-0.481,0.0,Spain,Alicante,Unknown
Huesca,SP2,42.1318,-0.4089,0.0,Spain,Huesca,Unknown
Ibiza,SP2,38.9067,1.4206,0.0,Spain,Ibiza,Unknown
Jaen,SP2,37.7741964,-3.7865262,0.0,Spain,Jaen,Unknown
La Coruna,SP2,43.3623,-8.4115,0.0,Spain,A Coruna,Unknown
Las Palmas,SP2,28.1235,-15.4363,0.0,Spain,Las Palmas,Unknown
Leganes,SP2,40.3259427,-3.7586217,0.0,Spain,Leganes,Unknown
Leonesa,SP2,42.5987,-5.5671,0.0,Spain,Leon,Unknown
Levante,SP2,39.4699,-0.3763,0.0,Spain,Valencia,Unknown
Llagostera,SP2,41.8333,2.9,0.0,Spain,Llagostera,Unknown
Logrones,SP2,42.4627,-2.444,0.0,Spain,Logrones,Unknown
Lorca,SP2,37.9698392,-3.815181,0.0,Spain,Lorca,Unknown
Lugo,SP2,43.0121,-7.555,0.0,Spain,Lugo,Unknown
Malaga,SP2,37.0171996,-4.5571607,0.0,Spain,Malaga,Unknown
Mallorca,SP2,39.5696,2.6502,0.0,Spain,Palma,Unknown
Mirandes,SP2,42.6865,-2.947,0.0,Spain,Mirandes,Unknown
Murcia,SP2,38.0422241,-1.1447324,0.0,Spain,Murcia,Unknown
Numancia,SP2,40.3995283,-3.6596765,0.0,Spain,Numancia,Unknown
Osasuna,SP2,42.8125,-1.6458,0.0,Spain,Pamplona,Unknown
Oviedo,SP2,43.3619,-5.8494,0.0,Spain,Oviedo,Unknown
Ponferradina,SP2,42.5567728,-6.6002877,0.0,Spain,Ponferradina,Unknown
Rayo Majadahonda,SP2,40.4556465,-3.8642787,0.0,Spain,Majadahonda,Unknown
Real Madrid B,SP2,40.401667,-3.720556,0.0,Spain,Madrid,Unknown
Recreativo,SP2,37.2614,-6.9447,0.0,Spain,Huelva,Unknown
Reus Deportiu,SP2,41.1548,1.1087,0.0,Spain,Reus,Unknown
Sabadell,SP2,41.5463,2.1086,0.0,Spain,Sabadell,Unknown
Salamanca,SP2,40.9772747,-5.661251,0.0,Spain,Salamanca,Unknown
Santander,SP2,43.4623,-3.80998,0.0,Spain,Santander,Unknown
Sevilla B,SP2,37.3891,-5.9845,0.0,Spain,Seville,Unknown
Sociedad B,SP2,43.3183,-1.9812,0.0,Spain,San Sebastian,Unknown
Sp Gijon,SP2,43.536111,-5.637222,0.0,Spain,Gijon,Unknown
Tenerife,SP2,28.4636,-16.2518,0.0,Spain,Tenerife,Unknown
UCAM Murcia,SP2,37.9923235,-1.1863075,0.0,Spain,Murcia,Unknown
Valladolid,SP2,41.6445801,-4.7612576,0.0,Spain,Valladolid,Unknown
Vallecano,SP2,40.377486,-3.6107685,0.0,Spain,Vallecano,Unknown
Villarreal,SP2,39.9383,-0.1009,0.0,Spain,Villarreal,Unknown
Villarreal B,SP2,39.9383,-0.1009,0.0,Spain,Villarreal,Unknown
Xerez,SP2,36.6817,-6.1377,0.0,Spain,Xerez,Unknown
Zaragoza,SP2,41.6488,-0.8891,0.0,Spain,Zaragoza,Unknown
Ad. Demirspor,T1,36.998889,35.329722,0.0,Turkey,Demirspor,Unknown
Adanaspor,T1,36.998889,35.329722,0.0,Turkey,Adanaspor,Unknown
Akhisar Belediyespor,T1,38.623006,27.439933,0.0,Turkey,Belediyespor,Unknown
Alanyaspor,T1,36.562614,32.079143,0.0,Turkey,Alanyaspor,Unknown
Altay,T1,38.4237,27.1428,0.0,Turkey,Izmir,Unknown
Ankaragucu,T1,39.9815285,32.6132533,0.0,Turkey,Ankaragucu,Unknown
Antalyaspor,T1,36.8969,30.7133,0.0,Turkey,Antalya,Unknown
Balikesirspor,T1,39.64151944,27.88785,0.0,Turkey,Balikesirspor,Unknown
Besiktas,T1,41.0428465,29.0075283,0.0,Turkey,Besiktas,Unknown
Bodrumspor,T1,37.040556,27.431667,0.0,Turkey,Bodrumspor,Unknown
Bucaspor,T1,38.397585,27.195379,0.0,Turkey,Bucaspor,Unknown
Bursaspor,T1,40.5191774,28.8264255,0.0,Turkey,Bursaspor,Unknown
Buyuksehyr,T1,41.07447222,28.76570278,0.0,Turkey,Buyuksehyr,Unknown
Denizlispor,T1,37.8157177,29.0579691,0.0,Turkey,Denizlispor,Unknown
Elazigspor,T1,38.6240127,39.107531,0.0,Turkey,Elazigspor,Unknown
Erciyesspor,T1,38.7135388,35.4533518,0.0,Turkey,Erciyesspor,Unknown
Erzurum BB,T1,39.90632,41.2727715,0.0,Turkey,Erzurum,Unknown
Eskisehirspor,T1,39.798069,30.5207231,0.0,Turkey,Eskisehirspor,Unknown
Eyupspor,T1,41.04746,28.92974,0.0,Turkey,Eyupspor,Unknown
Fenerbahce,T1,40.9875807,29.0369773,0.0,Turkey,Fenerbahce,Unknown
Galatasaray,T1,41.1025976,28.9922753,0.0,Turkey,Galatasaray,Unknown
Gaziantep,T1,37.0628317,37.3792617,0.0,Turkey,Gaziantep,Unknown
Gaziantepspor,T1,37.067572,37.377592,0.0,Turkey,Gaziantepspor,Unknown
Genclerbirligi,T1,39.9334,32.8597,0.0,Turkey,Ankara,Unknown
Giresunspor,T1,40.90972222,38.37194444,0.0,Turkey,Giresunspor,Unknown
Goztep,T1,38.434861,27.178261,0.0,Turkey,Goztep,Unknown
Hatayspor,T1,36.25806,36.20778,0.0,Turkey,Hatayspor,Unknown
Istanbulspor,T1,41.02444,28.69778,0.0,Turkey,Istanbulspor,Unknown
Karabukspor,T1,41.2090545,32.6168834,0.0,Turkey,Karabukspor,Unknown
Karagumruk,T1,41.0268821,28.9373882,0.0,Turkey,Karagumruk,Unknown
Kasimpasa,T1,39.9733957,41.6691899,0.0,Turkey,Kasimpasa,Unknown
Kayserispor,T1,38.7656367,35.4592488,0.0,Turkey,Kayserispor,Unknown
Kocaelispor,T1,40.7556968,30.0130024,0.0,Turkey,Kocaelispor,Unknown
Konyaspor,T1,37.9461978,32.4867282,0.0,Turkey,Konyaspor,Unknown
Manisaspor,T1,38.623006,27.439933,0.0,Turkey,Manisaspor,Unknown
Mersin Idman Yurdu,T1,36.7802711,34.6022692,0.0,Turkey,Yurdu,Unknown
Orduspor,T1,40.982222,37.878333,0.0,Turkey,Orduspor,Unknown
Osmanlispor,T1,39.9519599,32.7323364,0.0,Turkey,Osmanlispor,Unknown
Pendikspor,T1,40.887636,29.2276524,0.0,Turkey,Pendikspor,Unknown
Rizespor,T1,41.0466289,40.5874538,0.0,Turkey,Rizespor,Unknown
Samsunspor,T1,41.276854,36.3558754,0.0,Turkey,Samsunspor,Unknown
Sivasspor,T1,39.7303685,36.9859944,0.0,Turkey,Sivasspor,Unknown
Trabzonspor,T1,40.895672,29.166289,0.0,Turkey,Trabzonspor,Unknown
Umraniyespor,T1,41.05889,29.10944,0.0,Turkey,Umraniyespor,Unknown
Yeni Malatyaspor,T1,38.352178,38.330494,0.0,Turkey,Malatyaspor,Unknown
