team_name,league,latitude,longitude,altitude,country,city,stadium,status,coord_source
Spezia,I1,44.1457278,12.2032796,0.0,Italy,Spezia,Unknown,success,stadium_coordinates
Torino,I1,45.1095759,7.6421338,0.0,Italy,Torino,Unknown,success,stadium_coordinates
Udinese,I1,46.4097027,13.1951425,0.0,Italy,Udinese,Unknown,success,stadium_coordinates
Venezia,I1,46.081402,13.1997411,0.0,Italy,Venezia,Unknown,success,stadium_coordinates
Verona,I1,45.4353328,10.9674348,0.0,Italy,Verona,Unknown,success,stadium_coordinates
Albinoleffe,I2,45.6321365,9.6701128,0.0,Italy,Albinoleffe,Unknown,success,stadium_coordinates
Alessandria,I2,44.9123,8.618,0.0,Italy,Alessandria,Unknown,success,city_manual
Ascoli,I2,42.8537246,13.580707,0.0,Italy,Ascoli,Unknown,success,stadium_coordinates
Atalanta,I2,45.6983,9.6773,0.0,Italy,Bergamo,Unknown,success,city_manual
Avellino,I2,40.9141958,14.7888764,0.0,Italy,Avellino,Unknown,success,stadium_coordinates
Bari,I2,41.1171,16.8719,0.0,Italy,Bari,Unknown,success,city_manual
Benevento,I2,41.1610474,14.6710769,0.0,Italy,Benevento,Unknown,success,stadium_coordinates
Bologna,I2,44.5166727,11.4166826,0.0,Italy,Bologna,Unknown,success,stadium_coordinates
Brescia,I2,45.5707175,10.2369776,0.0,Italy,Brescia,Unknown,success,stadium_coordinates
Cagliari,I2,39.2171994,9.113311,0.0,Italy,Cagliari,Unknown,success,stadium_coordinates
Carpi,I2,44.7835699,10.8854523,0.0,Italy,Carpi,Unknown,success,stadium_coordinates
Carrarese,I2,45.2316493,11.4674787,0.0,Italy,Carrarese,Unknown,success,stadium_coordinates
Catania,I2,37.5152798,15.0721339,0.0,Italy,Catania,Unknown,success,stadium_coordinates
Catanzaro,I2,39.0332743,16.434292,0.0,Italy,Catanzaro,Unknown,success,stadium_coordinates
Cesena,I2,44.1403668,12.261877,0.0,Italy,Cesena,Unknown,success,stadium_coordinates
Chievo,I2,45.4575984,10.9464024,0.0,Italy,Chievo,Unknown,success,stadium_coordinates
Cittadella,I2,45.648,11.783,0.0,Italy,Cittadella,Unknown,success,city_manual
Como,I2,45.8081,9.0852,0.0,Italy,Como,Unknown,success,city_manual
Cosenza,I2,39.1613374,16.0689268,0.0,Italy,Cosenza,Unknown,success,stadium_coordinates
Cremonese,I2,45.1683868,9.8900934,0.0,Italy,Cremonese,Unknown,success,stadium_coordinates
Crotone,I2,39.0806223,17.127196,0.0,Italy,Crotone,Unknown,success,stadium_coordinates
Empoli,I2,44.1321712,12.2258614,0.0,Italy,Empoli,Unknown,success,stadium_coordinates
FeralpiSalo,I2,45.60393,10.5128,0.0,Italy,FeralpiSalo,Unknown,success,stadium_coordinates
Foggia,I2,41.4620482,15.5432595,0.0,Italy,Foggia,Unknown,success,stadium_coordinates
Frosinone,I2,41.6419807,13.3469287,0.0,Italy,Frosinone,Unknown,success,stadium_coordinates
Genoa,I2,44.4164753,8.9525341,0.0,Italy,Genoa,Unknown,success,stadium_coordinates
Grosseto,I2,42.7597261,11.1137389,0.0,Italy,Grosseto,Unknown,success,stadium_coordinates
Gubbio,I2,44.1073649,12.196018,0.0,Italy,Gubbio,Unknown,success,stadium_coordinates
Juve Stabia,I2,40.706667,14.494444,0.0,Italy,Stabia,Unknown,success,stadium_coordinates
Latina,I2,41.467299,12.9037518,0.0,Italy,Latina,Unknown,success,stadium_coordinates
Lecce,I2,40.3651144,18.2089177,0.0,Italy,Lecce,Unknown,success,stadium_coordinates
Lecco,I2,45.7840111,9.4159312,0.0,Italy,Lecco,Unknown,success,stadium_coordinates
Livorno,I2,43.5721674,10.3347675,0.0,Italy,Livorno,Unknown,success,stadium_coordinates
Mantova,I2,45.2279167,10.7488286,0.0,Italy,Mantova,Unknown,success,stadium_coordinates
Modena,I2,44.3093525,10.813321,0.0,Italy,Modena,Unknown,success,stadium_coordinates
Monza,I2,45.583112,9.3079276,0.0,Italy,Monza,Unknown,success,stadium_coordinates
Nocerina,I2,40.7526044,14.6502307,0.0,Italy,Nocerina,Unknown,success,stadium_coordinates
Novara,I2,45.6269886,8.5418444,0.0,Italy,Novara,Unknown,success,stadium_coordinates
Padova,I2,45.3948658,11.8754315,0.0,Italy,Padova,Unknown,success,stadium_coordinates
Palermo,I2,38.1157,13.3615,0.0,Italy,Palermo,Unknown,success,city_manual
Parma,I2,44.8015,10.3279,0.0,Italy,Parma,Unknown,success,city_manual
Perugia,I2,43.0926004,12.3992997,0.0,Italy,Perugia,Unknown,success,stadium_coordinates
Pescara,I2,44.1196234,12.2439128,0.0,Italy,Pescara,Unknown,success,stadium_coordinates
Piacenza,I2,45.0534751,9.6947461,0.0,Italy,Piacenza,Unknown,success,stadium_coordinates
Pisa,I2,43.7228,10.4017,0.0,Italy,Pisa,Unknown,success,city_manual
Pordenone,I2,45.9538953,12.6846712,0.0,Italy,Pordenone,Unknown,success,stadium_coordinates
Portogruaro,I2,45.775598,12.8374571,0.0,Italy,Portogruaro,Unknown,success,stadium_coordinates
Pro Vercelli,I2,45.8575103,8.236397,0.0,Italy,Vercelli,Unknown,success,stadium_coordinates
Reggiana,I2,43.8745265,11.0705127,0.0,Italy,Reggiana,Unknown,success,stadium_coordinates
Reggina,I2,43.593764,10.6691766,0.0,Italy,Reggina,Unknown,success,stadium_coordinates
Salernitana,I2,40.6813304,14.7546939,0.0,Italy,Salernitana,Unknown,success,stadium_coordinates
Sampdoria,I2,44.4164753,8.9525341,0.0,Italy,Sampdoria,Unknown,success,stadium_coordinates
Sassuolo,I2,44.5409769,10.7829023,0.0,Italy,Sassuolo,Unknown,success,stadium_coordinates
Siena,I2,43.3188,11.3308,0.0,Italy,Siena,Unknown,success,city_manual
Spal,I2,44.8409312,11.6072586,0.0,Italy,Spal,Unknown,success,stadium_coordinates
Spezia,I2,44.1457278,12.2032796,0.0,Italy,Spezia,Unknown,success,stadium_coordinates
Sudtirol,I2,46.4929138,11.3150559,0.0,Italy,Sudtirol,Unknown,success,stadium_coordinates
Ternana,I2,42.563,12.6443,0.0,Italy,Ternana,Unknown,success,city_manual
Torino,I2,45.1095759,7.6421338,0.0,Italy,Torino,Unknown,success,stadium_coordinates
Trapani,I2,38.028211,12.545885,0.0,Italy,Trapani,Unknown,success,stadium_coordinates
Triestina,I2,44.7984146,10.2554077,0.0,Italy,Triestina,Unknown,success,stadium_coordinates
Varese,I2,44.1435788,12.2904555,0.0,Italy,Varese,Unknown,success,stadium_coordinates
Venezia,I2,46.081402,13.1997411,0.0,Italy,Venezia,Unknown,success,stadium_coordinates
Verona,I2,45.4353328,10.9674348,0.0,Italy,Verona,Unknown,success,stadium_coordinates
Vicenza,I2,45.5339648,11.478811,0.0,Italy,Vicenza,Unknown,success,stadium_coordinates
Virtus Entella,I2,44.3156,9.33725,0.0,Italy,Entella,Unknown,success,stadium_coordinates
Virtus Lanciano,I2,42.2182,14.3884,0.0,Italy,Lanciano,Unknown,success,stadium_coordinates
AZ Alkmaar,N1,52.6324,4.7534,0.0,Netherlands,Alkmaar,Unknown,success,city_manual
Ajax,N1,52.3676,4.9041,0.0,Netherlands,Amsterdam,Unknown,success,city_manual
Almere City,N1,52.3508,5.2647,0.0,Netherlands,Almere,Unknown,success,city_manual
Cambuur,N1,53.2012,5.7999,0.0,Netherlands,Leeuwarden,Unknown,success,city_manual
Den Haag,N1,52.0705,4.3007,0.0,Netherlands,The Hague,Unknown,success,city_manual
Dordrecht,N1,51.8133,4.6901,0.0,Netherlands,Dordrecht,Unknown,success,city_manual
Excelsior,N1,51.9244,4.4777,0.0,Netherlands,Rotterdam,Unknown,success,city_manual
FC Emmen,N1,52.7858,6.8976,0.0,Netherlands,Emmen,Unknown,success,city_manual
Feyenoord,N1,51.9244,4.4777,0.0,Netherlands,Rotterdam,Unknown,success,city_manual
For Sittard,N1,50.9983,5.8697,0.0,Netherlands,Sittard,Unknown,success,city_manual
Go Ahead Eagles,N1,52.2661,6.1552,0.0,Netherlands,Deventer,Unknown,success,city_manual
Graafschap,N1,51.965,6.288,0.0,Netherlands,Doetinchem,Unknown,success,city_manual
Groningen,N1,53.2194,6.5665,0.0,Netherlands,Groningen,Unknown,success,city_manual
Heerenveen,N1,52.959,5.918,0.0,Netherlands,Heerenveen,Unknown,success,city_manual
Heracles,N1,52.356,6.662,0.0,Netherlands,Almelo,Unknown,success,city_manual
NAC Breda,N1,51.5719,4.7683,0.0,Netherlands,Breda,Unknown,success,city_manual
Nijmegen,N1,51.8126,5.8372,0.0,Netherlands,Nijmegen,Unknown,success,city_manual
PSV Eindhoven,N1,51.4416,5.4697,0.0,Netherlands,Eindhoven,Unknown,success,city_manual
Roda,N1,50.865,6.062,0.0,Netherlands,Kerkrade,Unknown,success,city_manual
Sparta Rotterdam,N1,51.9244,4.4777,0.0,Netherlands,Rotterdam,Unknown,success,city_manual
Telstar,N1,52.458,4.62,0.0,Netherlands,Velsen,Unknown,success,city_manual
Twente,N1,52.2215,6.8937,0.0,Netherlands,Enschede,Unknown,success,city_manual
Utrecht,N1,52.0907,5.1214,0.0,Netherlands,Utrecht,Unknown,success,city_manual
VVV Venlo,N1,51.3704,6.1724,0.0,Netherlands,Venlo,Unknown,success,city_manual
Vitesse,N1,51.9851,5.8987,0.0,Netherlands,Arnhem,Unknown,success,city_manual
Volendam,N1,52.495,5.0708,0.0,Netherlands,Volendam,Unknown,success,city_manual
Waalwijk,N1,51.6829,5.0706,0.0,Netherlands,Waalwijk,Unknown,success,city_manual
Willem II,N1,51.5555,5.0913,0.0,Netherlands,Tilburg,Unknown,success,city_manual
Zwolle,N1,52.5168,6.083,0.0,Netherlands,Zwolle,Unknown,success,city_manual
AVS,P1,41.37,-8.412,0.0,Portugal,Vila das Aves,Unknown,success,city_manual
Academica,P1,40.2033,-8.4103,0.0,Portugal,Coimbra,Unknown,success,city_manual
Alverca,P1,38.898,-9.039,0.0,Portugal,Alverca,Unknown,success,city_manual
Arouca,P1,40.932,-8.245,0.0,Portugal,Arouca,Unknown,success,city_manual
Aves,P1,41.37,-8.412,0.0,Portugal,Vila das Aves,Unknown,success,city_manual
Beira Mar,P1,40.6405,-8.6538,0.0,Portugal,Aveiro,Unknown,success,city_manual
Belenenses,P1,38.7223,-9.1393,0.0,Portugal,Lisbon,Unknown,success,city_manual
Benfica,P1,38.7223,-9.1393,0.0,Portugal,Lisbon,Unknown,success,city_manual
Boavista,P1,41.1579,-8.6291,0.0,Portugal,Porto,Unknown,success,city_manual
Casa Pia,P1,38.7223,-9.1393,0.0,Portugal,Lisbon,Unknown,success,city_manual
Chaves,P1,41.7402,-7.4688,0.0,Portugal,Chaves,Unknown,success,city_manual
Estoril,P1,38.7057,-9.3977,0.0,Portugal,Estoril,Unknown,success,city_manual
Estrela,P1,38.7597,-9.239,0.0,Portugal,Amadora,Unknown,success,city_manual
Famalicao,P1,41.4078,-8.5198,0.0,Portugal,Famalicao,Unknown,success,city_manual
Farense,P1,37.0194,-7.9304,0.0,Portugal,Farense,Unknown,success,city_manual
Feirense,P1,40.925,-8.542,0.0,Portugal,Feirense,Unknown,success,city_manual
Gil Vicente,P1,41.5388,-8.6151,0.0,Portugal,Barcelos,Unknown,success,city_manual
Guimaraes,P1,41.4444,-8.2962,0.0,Portugal,Guimaraes,Unknown,success,city_manual
Leiria,P1,39.7436,-8.8071,0.0,Portugal,Leiria,Unknown,success,city_manual
Maritimo,P1,32.6669,-16.9241,0.0,Portugal,Funchal,Unknown,success,city_manual
Moreirense,P1,41.382,-8.339,0.0,Portugal,Moreirense,Unknown,success,city_manual
Nacional,P1,32.6669,-16.9241,0.0,Portugal,Funchal,Unknown,success,city_manual
Naval,P1,40.15,-8.8667,0.0,Portugal,Figueira da Foz,Unknown,success,city_manual
Olhanense,P1,37.0286,-7.8411,0.0,Portugal,Olhanense,Unknown,success,city_manual
Pacos Ferreira,P1,41.276,-8.376,0.0,Portugal,Pacos de Ferreira,Unknown,success,city_manual
Penafiel,P1,41.2084,-8.2829,0.0,Portugal,Penafiel,Unknown,success,city_manual
Portimonense,P1,37.1366,-8.5377,0.0,Portugal,Portimonense,Unknown,success,city_manual
Porto,P1,41.1579,-8.6291,0.0,Portugal,Porto,Unknown,success,city_manual
Rio Ave,P1,41.3547,-8.7447,0.0,Portugal,Vila do Conde,Unknown,success,city_manual
Santa Clara,P1,37.7412,-25.6756,0.0,Portugal,Ponta Delgada,Unknown,success,city_manual
Setubal,P1,38.5244,-8.8882,0.0,Portugal,Setubal,Unknown,success,city_manual
Sp Braga,P1,41.5454,-8.4265,0.0,Portugal,Braga,Unknown,success,city_manual
Sp Lisbon,P1,38.7223,-9.1393,0.0,Portugal,Lisbon,Unknown,success,city_manual
Tondela,P1,40.516,-8.08,0.0,Portugal,Tondela,Unknown,success,city_manual
Uniao Madeira,P1,32.6669,-16.9241,0.0,Portugal,Funchal,Unknown,success,city_manual
Vizela,P1,41.3824,-8.2481,0.0,Portugal,Vizela,Unknown,success,city_manual
Aberdeen,SC0,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown,success,city_manual
Celtic,SC0,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Dundee,SC0,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dundee United,SC0,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dunfermline,SC0,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown,success,city_manual
Falkirk,SC0,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown,success,city_manual
Hamilton,SC0,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown,success,city_manual
Hearts,SC0,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Hibernian,SC0,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Inverness C,SC0,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown,success,city_manual
Kilmarnock,SC0,55.611,-4.4952,0.0,Scotland,Kilmarnock,Unknown,success,city_manual
Livingston,SC0,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown,success,city_manual
Motherwell,SC0,55.789,-3.9919,0.0,Scotland,Motherwell,Unknown,success,city_manual
Partick,SC0,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Rangers,SC0,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Ross County,SC0,57.595,-4.427,0.0,Scotland,Dingwall,Unknown,success,city_manual
St Johnstone,SC0,56.3969,-3.437,0.0,Scotland,Perth,Unknown,success,city_manual
St Mirren,SC0,55.8473,-4.4277,0.0,Scotland,Paisley,Unknown,success,city_manual
Airdrie Utd,SC1,55.865,-3.98,0.0,Scotland,Airdrie,Unknown,success,city_manual
Alloa,SC1,56.115,-3.792,0.0,Scotland,Alloa,Unknown,success,city_manual
Arbroath,SC1,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown,success,city_manual
Ayr,SC1,55.458,-4.629,0.0,Scotland,Ayr,Unknown,success,city_manual
Brechin,SC1,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown,success,city_manual
Cove Rangers,SC1,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown,success,city_manual
Cowdenbeath,SC1,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown,success,city_manual
Dumbarton,SC1,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown,success,city_manual
Dundee,SC1,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dundee United,SC1,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dunfermline,SC1,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown,success,city_manual
Falkirk,SC1,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown,success,city_manual
Hamilton,SC1,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown,success,city_manual
Hearts,SC1,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Hibernian,SC1,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Inverness C,SC1,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown,success,city_manual
Kilmarnock,SC1,55.611,-4.4952,0.0,Scotland,Kilmarnock,Unknown,success,city_manual
Livingston,SC1,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown,success,city_manual
Morton,SC1,55.9477,-4.763,0.0,Scotland,Greenock,Unknown,success,city_manual
Partick,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Queen of Sth,SC1,55.07,-3.605,0.0,Scotland,Dumfries,Unknown,success,city_manual
Queens Park,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Raith Rvs,SC1,56.1114,-3.159,0.0,Scotland,Kirkcaldy,Unknown,success,city_manual
Rangers,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Ross County,SC1,57.595,-4.427,0.0,Scotland,Dingwall,Unknown,success,city_manual
St Johnstone,SC1,56.3969,-3.437,0.0,Scotland,Perth,Unknown,success,city_manual
St Mirren,SC1,55.8473,-4.4277,0.0,Scotland,Paisley,Unknown,success,city_manual
Stirling,SC1,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Airdrie Utd,SC2,55.865,-3.98,0.0,Scotland,Airdrie,Unknown,success,city_manual
Albion Rvs,SC2,55.862,-4.038,0.0,Scotland,Coatbridge,Unknown,success,city_manual
Alloa,SC2,56.115,-3.792,0.0,Scotland,Alloa,Unknown,success,city_manual
Annan Athletic,SC2,54.989,-3.258,0.0,Scotland,Annan,Unknown,success,city_manual
Arbroath,SC2,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown,success,city_manual
Ayr,SC2,55.458,-4.629,0.0,Scotland,Ayr,Unknown,success,city_manual
Brechin,SC2,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown,success,city_manual
Clyde,SC2,55.946,-3.99,0.0,Scotland,Cumbernauld,Unknown,success,city_manual
Cove Rangers,SC2,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown,success,city_manual
Cowdenbeath,SC2,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown,success,city_manual
Dumbarton,SC2,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown,success,city_manual
Dunfermline,SC2,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown,success,city_manual
East Fife,SC2,56.185,-3.022,0.0,Scotland,Methil,Unknown,success,city_manual
Edinburgh City,SC2,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
FC Edinburgh,SC2,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Falkirk,SC2,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown,success,city_manual
Forfar,SC2,56.6438,-2.8903,0.0,Scotland,Forfar,Unknown,success,city_manual
Hamilton,SC2,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown,success,city_manual
Inverness C,SC2,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown,success,city_manual
Kelty Hearts,SC2,56.133,-3.387,0.0,Scotland,Kelty,Unknown,success,city_manual
Livingston,SC2,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown,success,city_manual
Montrose,SC2,56.712,-2.466,0.0,Scotland,Montrose,Unknown,success,city_manual
Morton,SC2,55.9477,-4.763,0.0,Scotland,Greenock,Unknown,success,city_manual
Partick,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Peterhead,SC2,57.505,-1.784,0.0,Scotland,Peterhead,Unknown,success,city_manual
Queen of Sth,SC2,55.07,-3.605,0.0,Scotland,Dumfries,Unknown,success,city_manual
Queens Park,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Raith Rvs,SC2,56.1114,-3.159,0.0,Scotland,Kirkcaldy,Unknown,success,city_manual
Rangers,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Stenhousemuir,SC2,56.026,-3.814,0.0,Scotland,Stenhousemuir,Unknown,success,city_manual
Stirling,SC2,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Stranraer,SC2,54.9039,-5.026,0.0,Scotland,Stranraer,Unknown,success,city_manual
Albion Rvs,SC3,55.862,-4.038,0.0,Scotland,Coatbridge,Unknown,success,city_manual
Alloa,SC3,56.115,-3.792,0.0,Scotland,Alloa,Unknown,success,city_manual
Annan Athletic,SC3,54.989,-3.258,0.0,Scotland,Annan,Unknown,success,city_manual
Arbroath,SC3,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown,success,city_manual
Berwick,SC3,55.769,-2.002,0.0,Scotland,Berwick-upon-Tweed,Unknown,success,city_manual
Bonnyrigg Rose,SC3,55.874,-3.105,0.0,Scotland,Bonnyrigg,Unknown,success,city_manual
Brechin,SC3,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown,success,city_manual
Clyde,SC3,55.946,-3.99,0.0,Scotland,Cumbernauld,Unknown,success,city_manual
Cove Rangers,SC3,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown,success,city_manual
Cowdenbeath,SC3,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown,success,city_manual
Dumbarton,SC3,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown,success,city_manual
East Fife,SC3,56.185,-3.022,0.0,Scotland,Methil,Unknown,success,city_manual
East Kilbride,SC3,55.764,-4.176,0.0,Scotland,East Kilbride,Unknown,success,city_manual
East Stirling,SC3,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Edinburgh City,SC3,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Elgin,SC3,57.649,-3.318,0.0,Scotland,Elgin,Unknown,success,city_manual
Forfar,SC3,56.6438,-2.8903,0.0,Scotland,Forfar,Unknown,success,city_manual
Kelty Hearts,SC3,56.133,-3.387,0.0,Scotland,Kelty,Unknown,success,city_manual
Montrose,SC3,56.712,-2.466,0.0,Scotland,Montrose,Unknown,success,city_manual
Peterhead,SC3,57.505,-1.784,0.0,Scotland,Peterhead,Unknown,success,city_manual
Queens Park,SC3,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Rangers,SC3,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Spartans,SC3,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Stenhousemuir,SC3,56.026,-3.814,0.0,Scotland,Stenhousemuir,Unknown,success,city_manual
Stirling,SC3,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Stranraer,SC3,54.9039,-5.026,0.0,Scotland,Stranraer,Unknown,success,city_manual
Alaves,SP1,42.8467,-2.6716,0.0,Spain,Vitoria-Gasteiz,Unknown,success,city_manual
Almeria,SP1,36.840067,-2.4354672,0.0,Spain,Almeria,Unknown,success,stadium_coordinates
Ath Bilbao,SP1,43.264205,-2.949369,0.0,Spain,Bilbao,Unknown,success,stadium_coordinates
Ath Madrid,SP1,40.401667,-3.720556,0.0,Spain,Madrid,Unknown,success,stadium_coordinates
Barcelona,SP1,41.3851,2.1734,0.0,Spain,Barcelona,Unknown,success,city_manual
Betis,SP1,37.3891,-5.9845,0.0,Spain,Seville,Unknown,success,city_manual
Cadiz,SP1,36.1630337,-5.4651325,0.0,Spain,Cadiz,Unknown,success,stadium_coordinates
Celta,SP1,42.2406,-8.7207,0.0,Spain,Vigo,Unknown,success,city_manual
Cordoba,SP1,37.8721206,-4.7635163,0.0,Spain,Cordoba,Unknown,success,stadium_coordinates
Eibar,SP1,43.1849,-2.4733,0.0,Spain,Eibar,Unknown,success,city_manual
Elche,SP1,38.2653307,-0.6988391,0.0,Spain,Elche,Unknown,success,stadium_coordinates
Espanol,SP1,41.3851,2.1734,0.0,Spain,Barcelona,Unknown,success,city_manual
Getafe,SP1,40.3070639,-3.7331808,0.0,Spain,Getafe,Unknown,success,stadium_coordinates
Girona,SP1,41.9794,2.8214,0.0,Spain,Girona,Unknown,success,city_manual
Granada,SP1,37.1773,-3.5986,0.0,Spain,Granada,Unknown,success,city_manual
Hercules,SP1,38.3452,-0.481,0.0,Spain,Alicante,Unknown,success,city_manual
Huesca,SP1,42.1318,-0.4089,0.0,Spain,Huesca,Unknown,success,city_manual
La Coruna,SP1,43.3623,-8.4115,0.0,Spain,A Coruna,Unknown,success,city_manual
Las Palmas,SP1,28.1235,-15.4363,0.0,Spain,Las Palmas,Unknown,success,city_manual
Leganes,SP1,40.3259427,-3.7586217,0.0,Spain,Leganes,Unknown,success,stadium_coordinates
Levante,SP1,39.4699,-0.3763,0.0,Spain,Valencia,Unknown,success,city_manual
Malaga,SP1,37.0171996,-4.5571607,0.0,Spain,Malaga,Unknown,success,stadium_coordinates
Mallorca,SP1,39.5696,2.6502,0.0,Spain,Palma,Unknown,success,city_manual
Osasuna,SP1,42.8125,-1.6458,0.0,Spain,Pamplona,Unknown,success,city_manual
Oviedo,SP1,43.3619,-5.8494,0.0,Spain,Oviedo,Unknown,success,city_manual
Real Madrid,SP1,40.401667,-3.720556,0.0,Spain,Madrid,Unknown,success,city_avg_from_existing
Santander,SP1,43.4623,-3.80998,0.0,Spain,Santander,Unknown,success,city_manual
Sevilla,SP1,37.4172353,-6.0046134,0.0,Spain,Sevilla,Unknown,success,stadium_coordinates
Sociedad,SP1,43.3183,-1.9812,0.0,Spain,San Sebastian,Unknown,success,city_manual
Sp Gijon,SP1,43.536111,-5.637222,0.0,Spain,Gijon,Unknown,success,stadium_coordinates
Valencia,SP1,39.4699,-0.3763,0.0,Spain,Valencia,Unknown,success,city_manual
Valladolid,SP1,41.6445801,-4.7612576,0.0,Spain,Valladolid,Unknown,success,stadium_coordinates
Vallecano,SP1,40.377486,-3.6107685,0.0,Spain,Vallecano,Unknown,success,stadium_coordinates
Villarreal,SP1,39.9383,-0.1009,0.0,Spain,Villarreal,Unknown,success,city_manual
Zaragoza,SP1,41.6488,-0.8891,0.0,Spain,Zaragoza,Unknown,success,city_manual
Alaves,SP2,42.8467,-2.6716,0.0,Spain,Vitoria-Gasteiz,Unknown,success,city_manual
Albacete,SP2,38.997579,-1.8637986,0.0,Spain,Albacete,Unknown,success,stadium_coordinates
Alcorcon,SP2,40.3492998,-3.8284295,0.0,Spain,Alcorcon,Unknown,success,stadium_coordinates
Alcoyano,SP2,38.697,-0.4747,0.0,Spain,Alcoyano,Unknown,success,city_manual
Almeria,SP2,36.840067,-2.4354672,0.0,Spain,Almeria,Unknown,success,stadium_coordinates
Amorebieta,SP2,43.222,-2.733,0.0,Spain,Amorebieta,Unknown,success,city_manual
Andorra,SP2,42.5063,1.5218,0.0,Spain,Andorra,Unknown,success,city_manual
Ath Bilbao B,SP2,43.27833,-2.83861,0.0,Spain,Bilbao,Unknown,success,stadium_coordinates
Barcelona B,SP2,41.3851,2.1734,0.0,Spain,Barcelona,Unknown,success,city_manual
Betis,SP2,37.3891,-5.9845,0.0,Spain,Seville,Unknown,success,city_manual
Burgos,SP2,42.6808132,-2.9353975,0.0,Spain,Burgos,Unknown,success,stadium_coordinates
Cadiz,SP2,36.1630337,-5.4651325,0.0,Spain,Cadiz,Unknown,success,stadium_coordinates
Cartagena,SP2,37.6257,-0.9966,0.0,Spain,Cartagena,Unknown,success,city_manual
Castellon,SP2,39.9864,-0.0513,0.0,Spain,Castellon,Unknown,success,city_manual
Celta,SP2,42.2406,-8.7207,0.0,Spain,Vigo,Unknown,success,city_manual
Ceuta,SP2,35.8894,-5.3213,0.0,Spain,Ceuta,Unknown,success,city_manual
